run,seed,step,hazard,alpha,pL_d3,pL_d5,pL_d7
0,892,0,0.0,68.05899556604356,0.36,0.0,0.0
0,892,1,0.0,67.71708640849502,0.0,0.0,0.0
0,892,2,0.02,67.37013999088069,0.12,0.02,0.0
0,892,3,0.02,67.04631339261309,0.12,0.02,0.0
0,892,4,0.02,66.69761384801633,0.0,0.02,0.0
0,892,5,0.04,66.39636721689297,0.0,0.04,0.0
0,892,6,0.0,66.05115744568305,0.02,0.0,0.0
0,892,7,0.0,65.70313753100301,0.0,0.0,0.02
0,892,8,0.0,65.35284140011217,0.02,0.0,0.0
0,892,9,0.0,65.0263015340906,0.16,0.0,0.0
0,892,10,0.02,64.80180424261313,0.0,0.02,0.02
0,892,11,0.02,64.51276143651637,0.0,0.02,0.0
0,892,12,0.08,64.24623676357801,0.0,0.08,0.0
0,892,13,0.0,63.88875177849793,0.0,0.0,0.0
0,892,14,0.04,63.571188940583056,0.0,0.04,0.0
0,892,15,0.0,63.23076304187202,0.0,0.0,0.0
0,892,16,0.0,62.88661806391607,0.0,0.0,0.0
0,892,17,0.04,62.74895625752432,0.0,0.04,0.0
0,892,18,0.02,62.40355456859444,0.0,0.02,0.0
0,892,19,0.0,61.84324128050498,0.0,0.0,0.0
0,892,20,0.0,61.463525437208766,0.0,0.0,0.0
0,892,21,0.0,61.07995560413884,0.0,0.0,0.0
0,892,22,0.0,60.693264039352194,0.0,0.0,0.0
0,892,23,0.0,60.30404387187501,0.0,0.0,0.0
0,892,24,0.0,59.91277553621848,0.0,0.0,0.0
0,892,25,0.0,59.5198481843367,0.0,0.0,0.0
0,892,26,0.0,59.12557702931246,0.0,0.0,0.0
0,892,27,0.0,58.73021739374282,0.0,0.0,0.0
0,892,28,0.0,58.33397608893141,0.0,0.0,0.0
0,892,29,0.0,57.93702063203417,0.0,0.0,0.0
0,892,30,0.0,57.539486711947404,0.0,0.0,0.0
0,892,31,0.0,57.14148423667712,0.0,0.0,0.0
0,892,32,0.0,56.74310223170819,0.0,0.0,0.02
0,892,33,0.0,56.344412807683355,0.0,0.0,0.0
0,892,34,0.0,55.94547437422324,0.0,0.0,0.0
0,892,35,0.0,55.54633424312055,0.0,0.0,0.0
